frame,right_elbow,left_elbow,right_knee,left_knee,right_shoulder,left_shoulder
248,134.94629546581587,41.900996777673235,156.90766510815527,181,0.7661622021762399,88.05607488180713
252,122.38176639050421,181,163.7241164750067,181,6.116793483386441,181
256,108.14226150581017,181,145.37581319971775,181,16.466030299127034,181
260,79.88166847642964,181,138.79682967192863,181,37.70550779387734,181
264,62.37087443953334,181,138.57908216100267,181,57.58989082658616,181
268,64.14387893904022,181,140.3101514769512,181,56.20784908285285,181
272,85.68628509944818,181,181,181,29.957078122145205,181
276,80.44012403991269,181,164.73309826898438,181,23.22054024502293,181
280,80.82623244358383,181,177.1235520532126,181,34.413330449286406,181
284,109.7264827353333,181,181,181,32.105300420944396,181
288,107.0259085595271,181,181,181,41.85631206434711,181
292,84.32324139554538,181,181,181,52.318635652377274,181
296,51.749989206590776,181,181,181,43.097081540299115,181
300,39.79899536546835,181,181,181,7.581688169024228,181
304,48.518561001687374,150.43339699946154,150.64940798154268,181,3.2886011373047523,21.932322092919584
308,57.26451388482769,156.96044558983462,161.11918174729155,181,0.24779659460350295,8.442357078082363
312,57.8014580104564,181,156.32522632502068,181,19.4469954927116,181
316,51.0713868653583,181,155.17349145242528,181,23.37024009718273,181
320,50.29965668044119,133.23124378071964,144.93773742226458,181,15.775197334711065,29.74052169929772
324,64.18787648869562,133.52233953006197,148.2597474730787,126.15414778592415,1.325088823922667,40.77407307249693
328,99.12079711988527,41.96521258417627,176.06332718679113,94.87256657711706,23.12559906303823,88.838947726323
332,150.68260130864542,32.789875300328745,181,181,24.122643769299643,111.2235193417486
336,159.21121507821678,26.09826630503953,181,181,31.226926285100856,114.54215989688738
340,147.35081073194,24.06154834309442,143.64904154499857,181,48.945190804363186,107.45442221153995
344,141.49292084987815,21.307232377623333,148.8103593245238,181,51.18861582548738,103.93095207543494
348,140.49182749603492,20.960697446271354,154.0103741031763,181,49.14311939528794,104.26398986773638
