frame,right_elbow,left_elbow,right_knee,left_knee,right_shoulder,left_shoulder
124,181,69.1929307295901,181,181,181,60.018610094654214
128,181,69.09198058891705,181,181,181,56.936935629543726
132,99.7548998194795,70.27717717613291,181,175.86336199278793,47.85301962912295,53.222423251288674
136,181,181,181,179.82201787701223,47.18147365845134,55.687183981909065
140,181,181,181,181,48.24579550488046,53.770656332979314
144,95.40894646713619,83.74373013914015,168.86393791637147,152.90391453131664,44.1110629934247,46.41180060309826
148,88.44616589110079,96.08788034451968,155.34759328200374,163.8157673499554,45.752725877291724,39.76307282247045
152,89.26402547968873,88.53823145868651,150.90325527362714,181,51.013337034100516,49.00936355477423
156,91.33519133164384,86.27313904768891,181,181,50.59874527289997,48.58032448486061
160,92.11994929690718,102.69803763083549,181,181,49.9017971853289,40.73357129023104
164,113.86233355442519,110.4221700868486,181,181,40.015541696479026,38.515144570000324
168,166.47915710586398,119.66826365417798,181,181,27.50870700961429,38.38100568840414
172,171.25906692483125,155.5265002338563,181,181,27.418098781031535,34.0045630567659
176,157.71321089999614,149.75224969159487,181,181,40.12184405031508,46.22110621871721
180,120.0795755848403,89.12903477458083,181,181,59.42525889831965,71.1321003913168
184,97.18090072069653,72.76718144287354,181,181,62.872967426666534,74.46235149601154
188,98.48920104680013,77.49268533975038,181,181,64.00343934039151,71.5981791110931
192,96.53844854987176,76.4616047531309,181,181,65.25375233281372,72.71671399895608
196,87.86813986537683,77.56268725916155,181,181,67.53158279749596,68.96294058060407
200,181,69.88993395598298,181,181,181,74.8285086739622
204,78.42883985668863,70.49939768803681,181,181,69.9561368184262,75.87505030249095
208,85.43934426639822,78.99376688059473,181,181,68.40548730838415,73.49924928970061
212,109.81038224503253,102.89220962715248,181,181,57.376536841514195,66.02676897575552
216,149.3888329671014,162.65592116765438,178.0345292802044,173.433568383557,39.73549836034207,35.26666207909191
220,128.8147038538045,133.2974470395869,173.09937451833792,168.2434128938285,27.036332880815824,17.41547268894371
224,151.80857829952438,148.42413425360917,153.4999648780802,177.87583096792375,5.658506820640423,13.83792114427917
228,142.4607933534328,181,132.4231626842554,181,4.3898027331034974,181
232,145.30334952009062,181,152.31686952858053,181,0.500825607615817,181
236,146.43814352346365,181,161.03289134535822,81.8738230042499,0.3252309317745561,181
240,148.86192853039466,181,150.71942617153576,102.8915573060469,2.740493822055752,181
244,149.1817999709561,181,142.5470730268633,107.4511531619821,2.7819064816848864,181
248,155.03702911790265,181,155.0593394489493,181,9.46673409623865,181
252,145.22209849531026,181,181,181,1.4142659940417388,181
256,145.53037785057055,181,181,181,0.4685899372770981,181
260,163.9210921979471,181,181,181,11.662803462121477,181
264,166.5699420965296,181,143.34284388067215,181,20.39395595014195,181
268,159.07730805590842,181,181,181,7.484929110264605,181
272,131.37339008055918,181,147.68239640529882,181,0.374105682530158,181
276,117.04336406515137,181,176.74267990469477,181,4.606548718029725,181
280,128.7842119468671,181,169.01487624992745,181,3.646535509257923,181
284,172.51297390047156,181,159.68363543785765,181,20.642810108918805,181
288,158.20885131015035,181,165.88054780206764,181,52.70076233047235,181
292,124.92647398915766,181,175.37624286963128,181,61.222058433287785,181
296,45.770579527847794,181,172.1465866785313,181,41.30992602743282,181
300,52.27752741227783,181,169.0448172765245,181,16.628124220854648,181
304,93.6536276783567,177.69030190343042,172.85637097564452,181,12.307741593253153,11.422986069564505
308,155.2145043104834,181,164.1767835270435,181,14.928653241142685,181
312,178.05931610174372,181,160.58607881780455,181,21.89922633071549,181
316,176.17042377723797,181,165.5379454361288,181,22.47342583378459,181
320,173.2607642328548,181,168.29379805403903,181,26.517927750116154,181
324,159.94682366390322,181,161.47174496437202,181,30.422147475891876,181
328,165.4942447227505,51.9496900434501,168.01393749640312,181,31.908636289234988,90.55122592132543
332,160.85632525762418,31.07671104053872,181,181,39.751548923680204,106.25956429133457
336,160.87746975795798,181,181,181,41.818836648289306,110.9470903601229
