frame,right_elbow,right_elbow_avg,left_elbow,left_elbow_avg,right_knee,right_knee_avg,left_knee,left_knee_avg,right_shoulder,right_shoulder_avg,left_shoulder,left_shoulder_avg
168,122.8702439617008,114.73259944184471,93.01166403162524,101.14756943938212,168.8073604905689,170.9563625335181,169.90911640936105,166.97902247495216,52.71642106116191,48.03918704008177,54.248426933053835,48.89663521628427
172,130.33083338950345,122.53171641567408,81.43113136607364,91.28935040272788,151.76973706398735,161.36304979875274,172.84604053288334,169.91253150391776,51.68736827860382,49.8632776593428,66.43926228316738,57.667948749725824
176,148.02478359049223,135.27825000308314,181,91.28935040272788,150.05643747006,155.70974363440638,169.46086381157392,169.68669765774584,37.24142721748225,43.55235243841253,67.3967836880185,62.53236621887216
180,181,135.27825000308314,181,91.28935040272788,181,155.70974363440638,181,169.68669765774584,181,43.55235243841253,181,62.53236621887216
184,171.32757426836343,153.3029121357233,181,91.28935040272788,181,155.70974363440638,181,169.68669765774584,23.03866387579145,33.29550815710199,72.38061665589163,67.4564914373819
188,136.9027147167861,145.1028134262547,48.61474363614681,69.95204701943734,138.43086722762382,147.0703054310151,167.52222726159263,168.60446245966924,36.637394965972824,34.96645156153741,73.51888521463103,70.48768832600646
192,144.82651075572954,144.96466209099214,181,69.95204701943734,147.70109902677115,147.38570222889314,171.67742882427956,170.14094564197438,38.951238913557,36.95884523754721,72.85290987872955,71.670299102368
196,127.82945369141065,136.3970578912014,181,69.95204701943734,163.78087119970806,155.58328671430058,175.76558359325577,172.95326461761508,47.711970196299276,42.33540771692324,73.46813023827849,72.56921467032325
200,86.42791831572572,111.41248810346356,181,69.95204701943734,165.14456544495872,160.36392607962966,170.72605696722005,171.83966079241756,66.72337636240906,54.52939203966615,70.67860961039432,71.62391214035878
204,76.70166395846393,94.05707603096374,181,69.95204701943734,153.05488290964828,156.709404494639,169.1192761423471,170.47946846738233,68.20965038756468,61.369521213615414,73.34526197456675,72.48458705746276
208,73.5204208098802,83.78874842042197,57.4296829613657,63.69086499040152,135.4826574146359,146.09603095463746,173.17972730805442,171.82959788771836,71.41052679346343,66.39002400353942,75.03093850598525,73.75776278172401
212,86.08552659600254,84.93713750821226,71.10383794288111,67.39735146664131,170.75467236738962,158.42535166101354,173.33165003273086,172.5806239602246,67.46676922069307,66.92839661211625,71.6794213572537,72.71859206948886
216,100.41148958184539,92.67431354502882,165.2985175687794,116.34793451771036,177.18997875584546,167.8076652084295,171.7972732584448,172.18894860933472,54.5040015061697,60.71619905914297,39.65275877127649,56.18567542038268
220,122.3616379003839,107.51797572270635,121.28496309930844,118.81644880850939,174.36031091637273,171.08398806240112,171.53936421672515,171.86415641302995,30.708424505134932,45.712311782138954,2.7129138881165984,29.449294654249638
224,138.69129273783594,123.10463423027115,149.811297881878,134.3138733451937,151.263644409569,161.17381623598504,168.04267413677792,169.95341527490393,9.023506874831332,27.367909328485144,19.522429050824957,24.485861852537298
228,152.05849477991705,137.5815645050941,181,134.3138733451937,143.59722405204454,152.38552014401478,157.67003740808437,163.81172634149414,2.9719452853389674,15.169927306912056,181,24.485861852537298
232,150.84436412885287,144.21296431697348,181,134.3138733451937,153.30524950821888,152.84538482611683,181,163.81172634149414,2.420590775992139,8.795259041452098,181,24.485861852537298
236,156.83468047891512,150.5238223979443,181,134.3138733451937,170.3952433261468,161.62031407613182,181,163.81172634149414,5.857431118816656,7.326345080134377,181,24.485861852537298
240,148.97046127958785,149.74714183876608,181,134.3138733451937,158.41372225048335,160.01701816330757,181,163.81172634149414,5.726475860396503,6.52641047026544,181,24.485861852537298
244,145.2419339507434,147.49453789475473,181,134.3138733451937,146.13705599895624,153.0770370811319,181,163.81172634149414,4.311413179299001,5.418911824782221,181,24.485861852537298
248,136.49967958164132,141.99710873819802,41.62443719066772,87.96915526793072,158.6454516970778,155.86124438910485,181,163.81172634149414,1.3310695841138966,3.3749907044480585,87.85216921915824,56.16901553584777
252,119.45616871756214,130.72663872788007,181,87.96915526793072,163.66260918625557,159.7619267876802,114.95858965877783,139.385158000136,7.815527469487237,5.595259086967648,181,56.16901553584777
256,108.58363872779958,119.65513872783983,181,87.96915526793072,144.4761270336999,152.11902691069005,181,139.385158000136,15.027911943372333,10.311585515169991,181,56.16901553584777
260,79.4038775327107,99.52950813027526,181,87.96915526793072,137.94837599338203,145.03370145203604,181,139.385158000136,37.47449123632421,23.893038375747103,181,56.16901553584777
264,62.623139309764646,81.07632372001996,181,87.96915526793072,139.30116046464795,142.16743095834198,181,139.385158000136,57.414812991599405,40.65392568367325,181,56.16901553584777
268,62.77180772236978,71.92406572119486,181,87.96915526793072,140.3888027732076,141.2781168657748,181,139.385158000136,56.60382345181864,48.628874567745946,181,56.16901553584777
272,86.10208342197858,79.01307457158671,181,87.96915526793072,181,141.2781168657748,181,139.385158000136,29.972551210499507,39.30071288912273,181,56.16901553584777
276,80.4865975834838,79.74983607753526,181,87.96915526793072,163.25196678376506,152.26504182476992,181,139.385158000136,24.098646754508877,31.699679821815803,181,56.16901553584777
280,80.46132646756915,80.1055812725522,181,87.96915526793072,175.099908289083,163.68247505692648,181,139.385158000136,34.48052689278978,33.090103357302795,181,56.16901553584777
284,108.5751527974858,94.340367035019,181,87.96915526793072,167.93387909045225,165.80817707368936,181,139.385158000136,32.965356209452565,33.02772978337768,181,56.16901553584777
288,106.44121375775975,100.39079039638938,181,87.96915526793072,181,165.80817707368936,181,139.385158000136,41.532593201635805,37.28016149250674,181,56.16901553584777
292,82.89915493931501,91.64497266785219,181,87.96915526793072,181,165.80817707368936,181,139.385158000136,53.040024155569334,45.16009282403804,181,56.16901553584777
296,50.6725208669014,71.1587467673768,181,87.96915526793072,181,165.80817707368936,181,139.385158000136,43.526352364672555,44.3432225943553,181,56.16901553584777
300,40.248974317747674,55.70386054256224,181,87.96915526793072,181,165.80817707368936,181,139.385158000136,7.279994869682322,25.811608732018808,181,56.16901553584777
304,50.270054219787305,52.986957381174776,181,87.96915526793072,149.86367162244105,157.8359243480652,181,139.385158000136,1.4436374210801486,13.627623076549478,181,56.16901553584777
308,57.53252500430959,55.25974119274218,154.70121080846238,121.33518303819655,162.3966189635904,160.1162716558278,181,139.385158000136,0.3918990870142185,7.009761081781848,8.19619445881849,32.18260499733313
312,57.76246832832226,56.51110476053222,148.61833802172632,134.97676052996144,156.36429489452328,158.24028327517556,181,139.385158000136,18.42788957109114,12.718825326436495,29.2794056852878,30.731005341310464
316,51.43655147801352,53.973828119272866,111.05536922751651,123.01606487873897,154.96244345983115,156.60136336750335,181,139.385158000136,23.05315178913543,17.885988557785964,15.356221218184936,23.0436132797477
320,52.19120881487969,53.08251846707628,134.12340515780159,128.56973501827028,143.88843817200822,150.2449007697558,181,139.385158000136,15.922629456114146,16.904309006950054,29.418896040191704,26.2312546599697
324,64.52041344261615,58.80146595484621,134.29463830125107,131.43218665976067,148.571872141304,149.4083864555299,124.93430903103588,132.15973351558594,1.058271917649308,8.98129046229968,40.40089124921182,33.31607295459076
328,99.60305596840537,79.2022609616258,41.71801267239623,86.57509966607844,176.72166783179892,163.0650271436644,96.2455587413419,114.20264612846393,22.81881051125206,15.900050486775871,88.64945954680928,60.982766250700024
332,149.33061044915155,114.26643570538867,32.2277060832094,59.40140287464392,181,163.0650271436644,181,114.20264612846393,23.82538759578075,19.86271904127831,112.63037018444302,86.80656821757152
336,161.27452512693822,137.77048041616345,24.542756485723583,41.972079680183754,161.54619993592638,162.3056135397954,181,114.20264612846393,31.461053787451167,25.661886414364737,114.23130732139752,100.51893776948452
340,147.09250135704892,142.43149088660618,25.09493142555504,33.5335055528694,143.65320779911468,152.97941066945504,181,114.20264612846393,48.98418662965266,37.3230365220087,107.96145503130452,104.24019640039452
344,142.01924310097013,142.22536699378816,20.816719666502344,27.175112609685872,146.94072103612737,149.96006585279122,181,114.20264612846393,50.62509691536232,43.974066718685506,103.35289453557995,103.79654546798724
348,142.33693191184136,142.28114945281476,20.80750069287021,23.99130665127804,153.60617714652574,151.78312149965848,181,114.20264612846393,48.45260195710995,46.21333433789773,104.38206842154858,104.08930694476791
