frame,right_elbow,left_elbow,right_knee,left_knee,right_shoulder,left_shoulder
232,150.24294076359908,181,154.32499930508388,181,2.588864059655634,181
236,149.15476044836626,181,170.10444727876347,181,4.242751827043212,181
240,147.67091678325252,181,155.65163734609834,93.62487997031806,5.840449158375468,181
244,144.68229033763097,181,150.31683193021027,181,4.107222499852367,181
248,135.7201436727585,42.66332801588938,158.78306028743438,181,1.8553119167135108,88.67077100250786
252,120.55855198445106,181,163.94850813963285,181,7.89220299040193,181
256,110.1648814682119,181,142.34837801047487,181,13.377066968789833,181
260,80.02753966959892,181,136.73495510967737,181,36.91183441763837,181
264,61.540006219068715,181,138.52071718315517,181,57.14094459790542,181
268,63.45429428907077,181,140.96976192493366,181,55.7123245444602,181
272,85.64217223354167,181,181,181,29.928832839931022,181
276,80.34415801799598,181,163.72722076598802,181,23.783513508405104,181
280,81.29361600828814,181,175.00165851721442,181,34.4134922441089,181
284,109.00368230586572,181,169.68566268141186,181,31.81569058794588,181
288,105.22686626864264,181,181,181,42.42426377208164,181
292,83.9966336591934,181,181,181,52.44090496922441,181
296,49.00984822122451,181,181,181,44.09702624536903,181
300,42.99821431758712,181,181,181,6.294783261869903,181
304,50.304645339474725,181,149.38651747836198,181,2.752142541202707,181
308,56.90728010614076,155.2182670530735,161.50554723025562,181,0.7246804427629961,7.740435451368972
312,59.28446855268838,181,156.34792296326532,181,19.016814981226073,181
316,52.109519670200264,111.58413101708466,154.96058683563166,181,25.16419564341127,16.30727187350466
320,50.72400094071521,132.89863326250781,146.926802015836,181,15.832084131346287,28.642688162791714
324,65.05063893854289,136.26672866882737,149.191168976121,125.56572759327034,1.2169505230064122,41.845854122568106
328,98.7995080961359,42.891100335750174,175.61248533203258,95.23758034746473,22.776126201204324,88.68519839487833
332,149.59723389350427,31.24102401135881,181,181,23.894257393097273,113.15849626932518
336,160.87015695593556,25.265358924109346,161.139062649266,181,31.22735380994993,114.39402524423764
340,145.93985467528339,24.431997552077437,141.49580691367305,181,48.596492585754504,108.33454123375917
344,143.34300946558326,21.425814173432347,148.35595890591787,181,51.20517166910532,102.81875341004098
348,141.5936274391715,20.547700597285242,154.38729445335997,181,48.558559087057965,105.18688988583939
