frame,right_elbow,left_elbow,right_knee,left_knee,right_shoulder,left_shoulder
4,146.3275945498907,151.14356877131289,165.48879975239007,173.51614802724663,34.98116955484241,57.21202151570524
8,138.04513174786752,173.17019174444295,167.161368191097,176.79062920695668,45.06111473985074,46.46984842872024
12,164.93405185301143,176.8902743317779,172.53470403136555,167.00642334667637,46.065090088426565,44.04755527321943
16,177.2327079677215,151.2830088896186,168.4820100633019,163.6892270302806,44.06709139440143,39.29278092242631
20,158.8457826753162,162.5830938865536,179.41610116916385,162.5024839272856,32.02830472710159,15.040509505064442
24,127.46857239548797,152.4804647331021,172.73398305867983,173.76397316735026,9.830456766231405,9.073466214972056
28,105.71932461474526,75.94456986317962,178.4308345913769,170.59838488356425,5.230615648307197,21.898205960276727
32,96.85062151136366,87.22141053466116,174.87841356057322,166.6025371171238,19.258062158068185,13.529977522717406
36,128.64681433167578,178.41092262680087,169.00308239033814,170.54503001274097,26.71742684531733,29.664488998353796
40,179.1617227778066,166.0605970724507,172.90794745909525,166.2489043758056,33.06967477930853,48.83761868362743
44,174.8726091022075,165.31857708787973,170.60224136106547,171.21065158202757,46.510881620394585,63.05263263203471
48,170.04026710178232,166.57412376471152,169.09832870508532,172.49913222112693,44.08509620629514,63.393563925300384
52,163.85303146055793,170.7344595844313,177.4740104391781,177.74674002447543,35.60954850636544,46.71393934742595
56,178.11339997604975,147.52215659400505,178.05338347281773,174.33076059635707,30.015550356621993,34.656756155712564
60,170.17709137012488,174.5667601929144,176.58811695809425,163.16815447526395,30.784764934047896,30.280227455480823
64,170.561098516044,175.02030491960886,176.2845935417677,154.56706698155287,35.57202540286518,34.48709138863868
68,179.82916770851162,179.4108671303563,172.56510714487166,164.79355540558143,40.23436851392501,34.802720024628314
72,179.2184077315545,174.2587209821643,174.13903698558278,169.6611331079997,42.98912897366496,33.17835233998535
76,174.3746009890695,164.87470536774651,177.07189428335278,171.03974964770242,37.681404607323245,35.830271553695326
80,170.87787970938678,162.50800936525218,179.16798893610286,169.58029852229038,38.06505470696361,39.46062486522342
84,158.94869566986722,164.36690463602528,177.16746497400754,168.60377101071796,35.00440216969952,36.83623053185334
88,149.94654763432095,165.1000547721195,174.92100226619544,170.5032121487216,27.368134524323022,26.340680324643763
92,140.35429705152993,157.90114952729797,177.06611050430507,171.38563024445847,21.535532003952447,26.05706202806787
96,126.06012529208456,138.30166305474003,174.3662779439541,175.72184668525261,24.371226747908548,29.277152240863426
100,145.60413097148677,148.51597621127186,170.11062681262382,175.12840602188146,27.301142737674844,29.979002793287915
104,142.5140818970134,158.3235015932828,168.16831804844924,172.56996733197266,32.56941694935051,29.05154079726407
108,135.95347635310227,134.28666033759197,169.68345712958825,174.39072374157217,32.29985499089438,33.829895739066934
112,154.40239684157274,146.52191326046355,174.66112263647884,170.6156396224284,24.923531912566972,31.91482545751163
116,136.11086841063104,152.53140365580646,146.9300432046118,168.789197056645,26.32331535129697,24.647790415507473
